EXCHANGE DATE,AFIN,AINM,ALLI,AMMB,ANCR,APES,BIMB,BMYS,CIMB,ECMI,ELKD,HLBB,HLCB,INSS,JHHS,KCDS,KNNK,LOND,MAAS,MBBM,MBSS,MNLF,MNRB,MPHB,PACO,PUBM,REDI,RHBC,TAKA,TUNE
16/2/2021,1.78,13.76,2.67,3.38,11.48,1.09,2.883,9.3,4.28,0.225,1.42,18.5,17.1,0.94,0.154,1.6,1.9,14.14,0.735,8.14,0.67,2.01,0.925,1.05,0.935,4.22,1.41,5.5,4.4,0.4
17/2/2021,1.75,13.78,2.68,3.32,11.4,1.09,2.869,9.28,4.26,0.225,1.43,18.4,16.7,0.935,0.167,1.52,1.9,14.24,0.72,8.09,0.665,2.01,0.955,1.03,0.93,4.19,1.445,5.49,4.47,0.4
18/2/2021,1.75,13.64,2.71,3.2,11.3,1.03,2.862,9.27,4.13,0.25,1.42,18.12,16.26,0.915,0.154,1.53,1.85,13.62,0.72,7.93,0.66,2.01,0.94,1,0.93,4.11,1.415,5.41,4.4,0.4
19/2/2021,1.75,13.68,2.65,3.23,11.26,1.08,2.833,8.95,4.25,0.235,1.4,17.78,16.34,0.925,0.158,1.53,1.82,13.5,0.72,8.03,0.655,2.07,0.945,0.99,0.92,4.13,1.395,5.42,4.38,0.395
22/2/2021,1.73,13.78,2.65,3.23,11.24,1.08,2.912,8.92,4.16,0.25,1.4,17.68,16.36,0.915,0.158,1.55,1.81,13.44,0.7,7.95,0.655,2.03,0.95,1.07,0.92,4.1,1.41,5.38,4.38,0.4
23/2/2021,1.73,13.78,2.65,3.21,11.48,1.05,2.862,9,4.19,0.25,1.39,17.4,16.2,0.92,0.154,1.58,1.85,13.46,0.705,7.89,0.66,2.08,0.955,1.04,0.94,4.08,1.45,5.36,4.36,0.44
24/2/2021,1.72,13.76,2.7,3.18,11.46,1.03,2.862,9.13,4.21,0.23,1.37,17.5,16.2,0.915,0.154,1.53,1.84,13.36,0.705,7.89,0.675,2.14,0.96,1.04,0.915,4.08,1.415,5.3,4.57,0.42
25/2/2021,1.78,13.8,2.7,3.23,11.62,1.06,2.905,9.14,4.33,0.23,1.36,17.62,16.2,0.975,0.163,1.53,1.9,13.36,0.725,8.09,0.68,2.1,0.965,1.02,0.93,4.17,1.385,5.39,4.62,0.43
26/2/2021,1.76,13.78,2.65,3.16,11.72,1,2.912,9.1,4.33,0.23,1.35,18,16.96,0.95,0.154,1.52,1.77,13.28,0.7,8.03,0.675,2.1,0.995,1.02,0.935,4.16,1.38,5.42,4.6,0.405
1/3/2021,1.69,13.66,2.63,3.16,11.7,0.99,2.927,9.07,4.22,0.23,1.39,18,16.76,0.945,0.149,1.51,1.77,13.24,0.915,8.06,0.675,2.1,0.985,1.07,0.935,4.2,1.36,5.28,4.6,0.405
2/3/2021,1.69,13.48,2.59,3.16,11.78,0.99,2.977,9.09,4.28,0.23,1.39,18,17.06,0.935,0.149,1.53,1.78,13.34,0.84,8.08,0.665,2.09,0.96,1.08,0.95,4.22,1.37,5.3,4.66,0.4
3/3/2021,1.7,13.5,2.6,2.8,11.78,0.995,2.977,9.1,4.29,0.23,1.4,18.02,17.06,0.91,0.154,1.52,1.78,13.8,0.8,8.14,0.665,2.08,0.97,1.08,0.95,4.22,1.37,5.32,4.64,0.41
4/3/2021,1.72,13.5,2.6,2.96,11.48,0.99,2.955,9.12,4.37,0.245,1.39,18.42,17.28,0.915,0.149,1.52,1.83,13.92,0.8,8.2,0.68,2.08,0.99,1.4,0.93,4.23,1.35,5.32,4.72,0.41
5/3/2021,1.71,13.5,2.6,2.92,11.48,1.02,2.876,9.07,4.49,0.235,1.38,18.68,17.3,0.88,0.149,1.52,1.81,13.8,0.79,8.36,0.695,2.08,1.04,1.31,0.915,4.35,1.34,5.5,4.81,0.41
8/3/2021,1.73,13.56,2.69,2.87,11.8,0.99,3.084,9.05,4.58,0.24,1.4,18.9,17.8,0.86,0.149,1.52,1.76,13.78,0.78,8.5,0.71,2.08,1.08,1.27,0.92,4.4,1.375,5.55,5.01,0.42
9/3/2021,1.72,13.56,2.68,2.85,11.88,1,3.048,9.06,4.65,0.24,1.38,19.1,17.72,0.85,0.154,1.52,1.76,13.6,0.795,8.5,0.7,2.08,1.17,1.33,0.92,4.42,1.34,5.56,4.99,0.445
10/3/2021,1.75,13.58,2.69,2.89,11.92,0.99,3.041,9.03,4.64,0.25,1.38,19.3,18.2,0.87,0.154,1.53,1.78,13.76,0.795,8.54,0.695,2.05,1.26,1.31,0.92,4.45,1.355,5.56,4.98,0.45
11/3/2021,1.75,13.5,2.73,3.01,11.78,0.99,2.941,9.01,4.6,0.25,1.39,19.18,18.08,0.875,0.149,1.53,1.81,13.64,0.8,8.55,0.69,2.05,1.26,1.32,0.92,4.34,1.355,5.57,4.99,0.485
12/3/2021,1.76,13.5,2.7,3.06,11.9,1.02,2.919,9.05,4.47,0.245,1.39,19.02,18,0.87,0.163,1.56,1.8,13.6,0.84,8.4,0.675,2.16,1.27,1.29,0.91,4.32,1.35,5.51,4.94,0.49
15/3/2021,1.79,13.52,2.71,3.14,12.02,0.99,2.919,9.09,4.53,0.245,1.39,19.22,17.96,0.865,0.163,1.53,1.83,13.6,0.87,8.48,0.685,2.16,1.35,1.29,0.9,4.32,1.35,5.47,4.99,0.49
16/3/2021,1.78,13.5,2.71,3.12,11.96,0.985,2.991,9.06,4.52,0.24,1.4,19.3,17.4,0.87,0.163,1.53,1.84,13.6,0.84,8.45,0.68,2.16,1.33,1.27,0.905,4.31,1.33,5.5,4.98,0.48
17/3/2021,1.8,13.5,2.7,3.09,12,0.97,3.013,9.19,4.51,0.25,1.39,19.3,17.44,0.865,0.167,1.53,1.83,13.6,0.875,8.35,0.675,2.11,1.44,1.28,0.91,4.24,1.325,5.49,4.99,0.47
18/3/2021,1.8,13.5,2.73,3.08,12.4,1,3.048,9.24,4.55,0.24,1.39,19.28,17.46,0.87,0.163,1.53,1.88,13.6,0.91,8.37,0.68,2.17,1.38,1.31,0.91,4.28,1.325,5.49,4.86,0.49
19/3/2021,1.77,13.58,2.69,3.05,12.44,1,3.084,9.1,4.58,0.24,1.37,19.1,17.3,0.855,0.163,1.57,1.89,13.6,0.9,8.38,0.68,2.16,1.42,1.28,0.895,4.23,1.335,5.49,4.85,0.47
22/3/2021,1.74,13.58,2.7,3,12.38,1.03,3.084,9.28,4.5,0.245,1.35,19.08,17.54,0.855,0.158,1.54,1.83,13.54,0.905,8.33,0.67,2.16,1.33,1.27,0.9,4.22,1.34,5.4,4.85,0.475
23/3/2021,1.71,13.48,2.65,3.01,12.22,1.02,3.084,9.1,4.48,0.24,1.38,18.88,17.06,0.855,0.149,1.56,1.85,13.5,0.98,8.27,0.66,2.12,1.29,1.27,0.9,4.18,1.315,5.36,4.74,0.455
24/3/2021,1.71,13.54,2.64,2.98,12.34,0.985,3.063,8.93,4.5,0.24,1.38,18.82,17.24,0.855,0.158,1.56,1.87,13.6,0.985,8.24,0.665,2.12,1.31,1.27,0.9,4.18,1.3,5.31,4.73,0.46
25/3/2021,1.73,13.54,2.64,2.98,12.4,0.985,3.084,8.85,4.46,0.24,1.38,18.68,17.5,0.85,0.154,1.56,1.85,13.6,0.99,8.23,0.67,2.12,1.3,1.26,0.9,4.17,1.285,5.35,4.79,0.455
26/3/2021,1.73,13.52,2.66,3,12.36,0.98,3.156,8.95,4.44,0.24,1.37,18.78,17.58,0.85,0.158,1.55,1.87,13.62,0.96,8.25,0.675,2.12,1.3,1.27,0.9,4.19,1.305,5.36,4.83,0.46
29/3/2021,1.75,13.6,2.7,2.98,12.3,0.98,3.127,9,4.44,0.235,1.38,18.8,18.06,0.85,0.158,1.55,1.89,13.56,0.89,8.38,0.675,2.12,1.31,1.28,0.9,4.23,1.31,5.36,4.77,0.46
30/3/2021,1.75,13.58,2.69,3,12.3,0.98,3.048,9.04,4.46,0.235,1.37,18.8,17.68,0.855,0.158,1.57,1.85,13.62,0.845,8.4,0.675,2.1,1.33,1.36,0.9,4.28,1.305,5.38,4.75,0.44
31/3/2021,1.73,13.5,2.65,2.93,12.28,1,3.034,8.95,4.34,0.23,1.37,18.7,17.42,0.845,0.149,1.57,1.81,13.64,0.84,8.25,0.66,2.11,1.3,1.35,0.9,4.2,1.3,5.37,4.75,0.44
1/4/2021,1.73,13.5,2.68,3,12.28,1,3.013,8.9,4.36,0.23,1.38,18.58,17.6,0.84,0.149,1.57,1.77,13.7,0.845,8.25,0.67,2.14,1.33,1.34,0.9,4.22,1.3,5.37,4.7,0.44
2/4/2021,1.73,13.48,2.67,2.98,12.2,1,2.97,8.89,4.41,0.23,1.37,18.54,17.48,0.865,0.149,1.57,1.78,13.98,0.86,8.25,0.665,2.15,1.32,1.31,0.905,4.24,1.31,5.38,4.7,0.45
5/4/2021,1.75,13.44,2.66,3.14,12.2,0.99,2.883,8.85,4.35,0.23,1.38,18.66,17.46,0.87,0.154,1.58,1.84,13.88,0.855,8.34,0.665,2.17,1.34,1.32,0.895,4.22,1.31,5.39,4.69,0.445
6/4/2021,1.75,13.48,2.67,3.14,12.34,0.99,2.862,8.81,4.3,0.23,1.36,18.64,17.5,0.865,0.149,1.58,1.83,13.8,0.925,8.31,0.665,2.21,1.36,1.29,0.905,4.2,1.305,5.36,4.69,0.455
7/4/2021,1.78,13.62,2.7,3.15,12.3,0.96,2.826,8.85,4.35,0.22,1.36,18.66,17.7,0.865,0.145,1.58,1.81,13.8,0.94,8.48,0.66,2.2,1.36,1.29,0.905,4.22,1.31,5.4,4.68,0.465
8/4/2021,1.81,13.5,2.67,3.13,12.4,0.98,2.812,8.8,4.27,0.22,1.36,18.64,17.34,0.86,0.154,1.62,1.81,13.78,0.935,8.28,0.66,2.2,1.31,1.29,0.905,4.21,1.31,5.39,4.68,0.46
9/4/2021,1.82,13.5,2.65,3.1,12.96,0.955,2.848,8.88,4.29,0.22,1.35,18.52,17.3,0.87,0.149,1.62,1.75,13.92,0.905,8.29,0.665,2.2,1.3,1.29,0.895,4.2,1.31,5.4,4.6,0.46
12/4/2021,1.82,13.46,2.67,3.13,12.96,0.995,2.826,8.83,4.25,0.22,1.36,18.34,17.46,0.86,0.145,1.62,1.71,14.06,0.905,8.32,0.665,2.21,1.26,1.29,0.9,4.21,1.31,5.35,4.58,0.465
13/4/2021,1.79,13.44,2.65,3.04,12.86,0.97,2.826,8.77,4.23,0.22,1.36,18.22,17.3,0.855,0.14,1.6,1.7,13.9,0.895,8.32,0.655,2.22,1.21,1.27,0.895,4.23,1.3,5.3,4.63,0.48
14/4/2021,1.8,13.4,2.65,3.11,12.7,0.97,2.79,8.7,4.28,0.215,1.36,18,17.2,0.86,0.131,1.64,1.67,13.88,0.9,8.31,0.655,2.18,1.24,1.28,0.895,4.2,1.295,5.28,4.6,0.47
15/4/2021,1.79,13.36,2.64,3.06,12.6,0.96,2.805,8.6,4.3,0.215,1.35,17.94,16.9,0.845,0.131,1.64,1.6,13.9,0.88,8.3,0.64,2.19,1.22,1.28,0.9,4.23,1.29,5.29,4.58,0.45
16/4/2021,1.8,13.4,2.62,3.03,12.9,0.96,2.848,8.5,4.29,0.22,1.35,18.02,16.74,0.85,0.122,1.6,1.59,13.88,0.85,8.28,0.645,2.21,1.22,1.3,0.91,4.2,1.29,5.3,4.58,0.46
19/4/2021,1.8,13.3,2.6,3.02,12.74,1,2.855,8.42,4.24,0.23,1.35,17.96,16.76,0.85,0.131,1.62,1.56,13.86,0.87,8.28,0.645,2.2,1.22,1.33,0.905,4.19,1.285,5.26,4.58,0.445
20/4/2021,1.78,13.3,2.6,3.05,12.76,0.92,2.862,8.43,4.29,0.23,1.34,17.96,16.9,0.85,0.131,1.62,1.55,13.82,0.91,8.31,0.64,2.2,1.21,1.33,0.905,4.2,1.29,5.35,4.55,0.44
21/4/2021,1.79,13.28,2.59,3,12.62,0.92,2.797,8.46,4.22,0.235,1.35,17.94,16.78,0.845,0.131,1.62,1.58,13.84,0.89,8.3,0.635,2.2,1.22,1.32,0.905,4.18,1.29,5.31,4.49,0.435
22/4/2021,1.79,13.38,2.6,3,12.5,0.935,2.797,8.5,4.24,0.23,1.36,18,17,0.85,0.131,1.62,1.57,13.92,0.895,8.28,0.635,2.24,1.23,1.3,0.91,4.2,1.29,5.32,4.49,0.445
23/4/2021,1.79,13.38,2.62,3.04,12.66,0.925,2.812,8.43,4.19,0.235,1.36,17.9,16.82,0.855,0.131,1.62,1.57,13.9,0.88,8.26,0.64,2.25,1.25,1.33,0.91,4.17,1.285,5.26,4.49,0.44
26/4/2021,1.79,13.32,2.61,3.02,12.62,0.93,2.797,8.4,4.17,0.205,1.36,18.1,17,0.865,0.131,1.59,1.57,13.9,0.875,8.36,0.64,2.28,1.22,1.32,0.91,4.19,1.285,5.28,4.5,0.425
27/4/2021,1.78,13.3,2.6,2.98,12.62,0.935,2.797,8.49,4.13,0.215,1.36,18,17,0.855,0.131,1.6,1.56,13.86,0.885,8.26,0.63,2.2,1.22,1.29,0.915,4.17,1.29,5.28,4.47,0.43
28/4/2021,1.75,13.3,2.59,3.02,12.6,0.995,2.805,8.5,4.19,0.215,1.38,17.88,17,0.85,0.14,1.67,1.57,13.82,0.885,8.25,0.635,2.2,1.21,1.28,0.935,4.17,1.355,5.27,4.45,0.435
29/4/2021,1.75,13.3,2.59,3.02,12.6,0.995,2.805,8.5,4.19,0.215,1.38,17.88,17,0.85,0.14,1.67,1.57,13.82,0.885,8.25,0.635,2.2,1.21,1.28,0.935,4.17,1.355,5.27,4.45,0.435
30/4/2021,1.75,13.2,2.6,2.98,12.4,0.94,2.783,8.43,4.14,0.21,1.37,17.82,16.58,0.86,0.149,1.62,1.56,13.82,0.89,8.23,0.63,2.2,1.23,1.31,0.92,4.15,1.345,5.21,4.46,0.43
3/5/2021,1.73,13.2,2.58,2.92,12.22,0.96,2.805,8.45,4.13,0.215,1.37,17.76,16.6,0.845,0.149,1.62,1.54,13.78,0.875,8.27,0.62,2.2,1.21,1.28,0.92,4.13,1.335,5.2,4.5,0.42
4/5/2021,1.76,13.38,2.6,2.97,12.12,0.96,2.826,8.52,4.11,0.215,1.37,17.78,16.62,0.85,0.145,1.68,1.53,13.66,0.885,8.24,0.625,2.17,1.2,1.27,0.91,4.12,1.375,5.23,4.49,0.42
5/5/2021,1.76,13.22,2.58,2.93,12.08,0.92,2.797,8.51,4.06,0.21,1.37,17.66,16.48,0.85,0.145,1.62,1.53,13.84,0.895,8.21,0.63,2.17,1.2,1.27,0.91,4.11,1.365,5.15,4.5,0.43
6/5/2021,1.75,13.2,2.56,2.91,12.16,0.935,2.797,8.45,4.11,0.23,1.36,17.6,16.72,0.84,0.14,1.63,1.54,13.76,0.895,8.23,0.62,2.17,1.19,1.25,0.9,4.09,1.36,5.18,4.46,0.42
7/5/2021,1.74,13.18,2.57,2.91,12.3,0.92,2.797,8.46,4.16,0.23,1.37,17.52,16.72,0.845,0.14,1.65,1.53,13.8,0.935,8.24,0.63,2.16,1.2,1.25,0.895,4.1,1.36,5.19,4.49,0.42
10/5/2021,1.76,13.16,2.57,2.91,12.36,0.915,2.762,8.45,4.13,0.23,1.37,17.58,16.86,0.835,0.14,1.63,1.53,13.72,0.92,8.24,0.62,2.16,1.2,1.23,0.895,4.1,1.34,5.16,4.49,0.43
11/5/2021,1.76,13.1,2.55,2.89,12.14,0.905,2.79,8.32,4.1,0.23,1.37,17.4,16.7,0.825,0.14,1.63,1.53,13.78,0.88,8.19,0.615,2.16,1.16,1.23,0.91,4.1,1.32,5.11,4.43,0.42
12/5/2021,1.78,13.18,2.54,2.94,12.28,0.905,2.776,8.2,4.18,0.225,1.37,17.7,16.88,0.815,0.14,1.63,1.53,13.74,0.88,8.21,0.615,2.17,1.17,1.23,0.91,4.14,1.315,5.27,4.46,0.42
13/5/2021,1.78,13.18,2.54,2.94,12.28,0.905,2.776,8.2,4.18,0.225,1.37,17.7,16.88,0.815,0.14,1.63,1.53,13.74,0.88,8.21,0.615,2.17,1.17,1.23,0.91,4.14,1.315,5.27,4.46,0.42
14/5/2021,1.78,13.18,2.54,2.94,12.28,0.905,2.776,8.2,4.18,0.225,1.37,17.7,16.88,0.815,0.14,1.63,1.53,13.74,0.88,8.21,0.615,2.17,1.17,1.23,0.91,4.14,1.315,5.27,4.46,0.42
17/5/2021,1.74,13.18,2.56,2.84,12.1,0.905,2.762,8.26,4.25,0.225,1.38,17.62,16.82,0.795,0.131,1.6,1.53,13.68,0.88,8.3,0.605,2.22,1.16,1.21,0.895,4.26,1.31,5.24,4.44,0.405
18/5/2021,1.74,13.18,2.57,2.86,12.28,0.905,2.797,8.18,4.29,0.23,1.38,17.74,17,0.805,0.131,1.6,1.53,13.68,0.88,8.39,0.62,2.22,1.15,1.23,0.895,4.19,1.315,5.22,4.45,0.41
19/5/2021,1.73,13.16,2.54,2.85,11.98,0.9,2.783,8.1,4.2,0.23,1.36,17.66,16.88,0.78,0.131,1.6,1.51,13.6,0.88,8.28,0.605,2.22,1.13,1.21,0.89,4.19,1.31,5.15,4.38,0.405
20/5/2021,1.7,13.04,2.55,2.82,11.9,0.88,2.769,8.16,4.25,0.23,1.37,17.58,16.7,0.77,0.136,1.59,1.5,13.62,0.86,8.27,0.605,2.22,1.1,1.16,0.9,4.2,1.3,5.18,4.38,0.405
21/5/2021,1.68,13.08,2.51,2.81,11.9,0.9,2.726,8.08,4.16,0.215,1.41,17.64,16.7,0.765,0.127,1.56,1.47,13.64,0.85,8.24,0.595,2.22,1.08,1.16,0.9,4.15,1.3,5.17,4.38,0.395
24/5/2021,1.71,13.18,2.54,2.85,11.82,0.9,2.719,8.11,4.2,0.215,1.4,17.64,16.7,0.8,0.136,1.64,1.48,13.6,0.875,8.34,0.615,2.22,1.14,1.26,0.915,4.16,1.345,5.22,4.44,0.4
25/5/2021,1.7,13.18,2.55,2.85,11.98,0.95,2.726,8.1,4.21,0.22,1.41,17.64,17,0.805,0.131,1.64,1.47,13.58,0.88,8.33,0.6,2.22,1.14,1.22,0.905,4.17,1.365,5.22,4.38,0.405
26/5/2021,1.7,13.18,2.55,2.85,11.98,0.95,2.726,8.1,4.21,0.22,1.41,17.64,17,0.805,0.131,1.64,1.47,13.58,0.88,8.33,0.6,2.22,1.14,1.22,0.905,4.17,1.365,5.22,4.38,0.405
27/5/2021,1.72,13.2,2.6,2.96,12,0.95,2.783,8.18,4.22,0.22,1.42,18.26,18.24,0.8,0.131,1.63,1.5,13.58,0.885,8.33,0.635,2.22,1.19,1.24,0.905,4.27,1.385,5.15,4.48,0.405
28/5/2021,1.72,13.26,2.65,2.89,12.1,0.95,2.754,8.17,4.35,0.22,1.43,18.6,17.84,0.825,0.131,1.62,1.56,13.6,0.87,8.2,0.63,2.25,1.2,1.26,0.905,4.27,1.355,5.37,4.49,0.41
31/5/2021,1.72,13.18,2.59,2.85,11.9,0.95,2.711,8.17,4.28,0.22,1.42,18.4,17.54,0.81,0.122,1.6,1.54,13.58,0.88,8.18,0.61,2.26,1.23,1.28,0.905,4.21,1.37,5.3,4.44,0.4
1/6/2021,1.74,13.2,2.6,2.86,11.92,0.915,2.769,8.11,4.45,0.23,1.42,18.2,17.6,0.82,0.122,1.61,1.57,13.56,0.87,8.2,0.61,2.3,1.23,1.27,0.905,4.21,1.375,5.3,4.42,0.4
