EXCHANGE DATE,AFIN,AINM,ALLI,AMMB,ANCR,APES,BIMB,BMYS,CIMB,ECMI,ELKD,HLBB,HLCB,INSS,JHHS,KCDS,KNNK,LOND,MAAS,MBBM,MBSS,MNLF,MNRB,MPHB,PACO,PUBM,REDI,RHBC,TAKA,TUNE
2/6/2021,1.74,13.22,2.65,2.88,12.04,0.9,2.797,8.2,4.54,0.22,1.45,18.4,17.8,0.83,0.122,1.62,1.56,13.56,0.87,8.24,0.64,2.2,1.23,1.26,0.91,4.24,1.45,5.48,4.42,0.415
3/6/2021,1.72,13.16,2.58,2.95,12.04,0.9,2.769,8.22,4.48,0.22,1.45,18.48,17.94,0.82,0.118,1.62,1.52,13.54,0.845,8.2,0.63,2.32,1.22,1.28,0.9,4.24,1.425,5.45,4.43,0.41
4/6/2021,1.72,13.22,2.58,2.92,12.02,0.92,2.762,8.19,4.45,0.22,1.45,18.54,17.86,0.855,0.118,1.63,1.51,13.56,0.86,8.17,0.625,2.38,1.37,1.28,0.9,4.2,1.44,5.41,4.41,0.41
7/6/2021,1.72,13.22,2.58,2.92,12.02,0.92,2.762,8.19,4.45,0.22,1.45,18.54,17.86,0.855,0.118,1.63,1.51,13.56,0.86,8.17,0.625,2.38,1.37,1.28,0.9,4.2,1.44,5.41,4.41,0.41
8/6/2021,1.75,13.26,2.58,3,12.08,0.92,2.783,8.17,4.6,0.22,1.4,18.9,18.22,0.85,0.118,1.66,1.52,13.58,0.855,8.2,0.65,2.35,1.32,1.32,0.9,4.27,1.43,5.47,4.41,0.42
9/6/2021,1.73,13.24,2.59,3,12,0.88,2.762,8.11,4.65,0.22,1.4,18.84,18.2,0.85,0.122,1.63,1.52,13.56,0.84,8.2,0.64,2.39,1.28,1.33,0.9,4.2,1.48,5.38,4.42,0.42
10/6/2021,1.75,13.18,2.56,2.93,12.12,0.91,2.783,8.11,4.62,0.22,1.39,18.84,18.1,0.84,0.122,1.63,1.53,13.66,0.84,8.18,0.64,2.51,1.34,1.59,0.91,4.2,1.48,5.36,4.42,0.415
11/6/2021,1.74,13.22,2.59,2.96,12.1,0.95,2.762,8.09,4.58,0.215,1.38,18.78,18,0.86,0.122,1.66,1.52,13.6,0.85,8.18,0.635,2.56,1.34,1.58,0.93,4.21,1.475,5.36,4.42,0.42
14/6/2021,1.74,13.18,2.58,2.98,12.1,0.95,2.805,8.09,4.59,0.22,1.38,18.9,18,0.89,0.122,1.72,1.49,13.68,0.845,8.19,0.635,2.61,1.37,1.7,0.91,4.23,1.48,5.41,4.42,0.425
15/6/2021,1.74,13.22,2.58,3.03,12.1,0.98,2.797,8.06,4.62,0.21,1.4,18.8,18.2,0.89,0.118,1.7,1.48,13.82,0.82,8.2,0.63,2.59,1.43,1.63,0.91,4.21,1.485,5.4,4.41,0.42
16/6/2021,1.72,13.2,2.53,3.04,12.06,0.89,2.855,8.06,4.63,0.21,1.4,18.86,18.16,0.875,0.118,1.69,1.45,13.86,0.805,8.17,0.625,2.58,1.38,1.62,0.91,4.21,1.48,5.38,4.48,0.42
17/6/2021,1.72,13.12,2.49,3.05,12.08,0.92,2.891,8.05,4.63,0.21,1.39,18.84,17.98,0.875,0.122,1.65,1.45,14.08,0.795,8.17,0.63,2.58,1.39,1.63,0.92,4.19,1.485,5.4,4.5,0.42
18/6/2021,1.72,13.2,2.47,2.91,12.1,0.92,2.876,8.05,4.6,0.215,1.38,19.04,18.36,0.88,0.127,1.66,1.45,13.9,0.785,8.2,0.625,2.56,1.33,1.61,0.915,4.2,1.495,5.4,4.52,0.425
21/6/2021,1.7,13.1,2.48,2.98,12.1,0.92,2.855,8.05,4.59,0.22,1.38,18.86,18,0.87,0.127,1.65,1.41,13.88,0.79,8.18,0.62,2.45,1.34,1.57,0.915,4.18,1.475,5.39,4.48,0.415
22/6/2021,1.72,13.1,2.48,2.96,12.08,0.905,2.848,8.04,4.6,0.22,1.38,18.88,18.16,0.885,0.127,1.66,1.4,14.06,0.84,8.2,0.625,2.4,1.35,1.71,0.915,4.2,1.475,5.36,4.48,0.425
23/6/2021,1.75,13.14,2.48,2.96,12.16,0.905,2.862,8,4.6,0.22,1.38,18.7,18.1,0.905,0.131,1.66,1.37,13.96,0.84,8.2,0.62,2.4,1.31,1.6,0.92,4.19,1.425,5.39,4.5,0.425
24/6/2021,1.75,13.12,2.46,2.96,12.2,0.945,2.848,8.01,4.7,0.21,1.37,18.8,17.92,0.895,0.127,1.61,1.37,13.88,0.805,8.2,0.62,2.4,1.29,1.5,0.92,4.18,1.41,5.43,4.48,0.425
25/6/2021,1.75,13.12,2.48,2.96,12.14,0.945,2.776,8.02,4.69,0.205,1.38,18.86,17.86,0.895,0.115,1.63,1.37,13.78,0.795,8.19,0.615,2.4,1.3,1.51,0.925,4.19,1.43,5.42,4.43,0.425
28/6/2021,1.75,13.08,2.43,2.93,12,0.92,2.726,7.96,4.61,0.205,1.36,18.8,17.82,0.875,0.115,1.61,1.37,13.76,0.76,8.14,0.61,2.4,1.3,1.45,0.925,4.15,1.41,5.42,4.4,0.42
29/6/2021,1.75,12.98,2.43,2.92,12.08,0.88,2.754,7.91,4.61,0.205,1.37,18.84,17.8,0.875,0.115,1.58,1.37,13.8,0.77,8.13,0.615,2.4,1.3,1.49,0.925,4.15,1.44,5.37,4.4,0.425
30/6/2021,1.75,13,2.41,2.95,11.62,0.91,2.783,7.93,4.61,0.2,1.35,18.72,17.8,0.875,0.115,1.58,1.37,13.78,0.755,8.11,0.605,2.3,1.28,1.48,0.925,4.11,1.43,5.4,4.35,0.415
1/7/2021,1.74,13,2.41,2.96,11.82,0.91,2.783,7.9,4.64,0.2,1.36,18.8,17.82,0.88,0.11,1.58,1.37,13.84,0.76,8.11,0.595,2.3,1.28,1.48,0.915,4.12,1.47,5.41,4.35,0.415
2/7/2021,1.76,13,2.42,2.95,11.7,0.88,2.762,7.88,4.64,0.2,1.35,18.82,18,0.87,0.115,1.62,1.37,13.8,0.74,8.11,0.6,2.31,1.28,1.56,0.915,4.11,1.47,5.39,4.33,0.41
5/7/2021,1.76,12.98,2.38,2.93,11.8,0.9,2.762,7.86,4.61,0.205,1.35,18.8,17.98,0.875,0.125,1.62,1.37,13.8,0.74,8.13,0.595,2.3,1.28,1.57,0.9,4.12,1.455,5.35,4.33,0.41
6/7/2021,1.77,12.98,2.39,2.9,11.78,0.91,2.762,7.87,4.59,0.205,1.36,18.72,17.9,0.88,0.13,1.6,1.37,13.76,0.745,8.1,0.6,2.28,1.3,1.55,0.905,4.1,1.44,5.35,4.33,0.42
7/7/2021,1.75,12.98,2.45,2.94,12.12,0.91,2.726,7.82,4.6,0.2,1.35,18.78,18.18,0.875,0.13,1.58,1.37,13.8,0.755,8.06,0.59,2.28,1.29,1.53,0.9,4.08,1.465,5.32,4.32,0.425
8/7/2021,1.7,12.88,2.4,2.88,12.18,0.895,2.726,7.68,4.43,0.2,1.34,18.66,18,0.855,0.125,1.56,1.37,13.7,0.745,8.03,0.58,2.22,1.26,1.49,0.905,4.05,1.415,5.25,4.29,0.41
9/7/2021,1.71,12.9,2.41,2.88,12.2,0.92,2.711,7.65,4.49,0.2,1.35,18.66,17.82,0.86,0.14,1.56,1.4,13.78,0.755,8.13,0.585,2.23,1.28,1.51,0.905,4.06,1.43,5.25,4.29,0.41
12/7/2021,1.71,12.88,2.39,2.89,12.2,0.89,2.733,7.66,4.51,0.2,1.35,18.48,17.84,0.85,0.13,1.54,1.37,13.8,0.74,8.06,0.58,2.29,1.27,1.47,0.905,4.08,1.445,5.28,4.28,0.405
13/7/2021,1.72,12.86,2.39,2.89,12,0.9,2.711,7.7,4.5,0.2,1.36,18.5,18.1,0.855,0.14,1.52,1.35,13.84,0.745,8.06,0.58,2.31,1.28,1.47,0.905,4.08,1.43,5.24,4.29,0.4
14/7/2021,1.71,12.82,2.4,2.86,12.1,0.89,2.704,7.64,4.53,0.21,1.37,18.18,17.74,0.845,0.145,1.52,1.33,13.84,0.745,8.05,0.58,2.29,1.25,1.45,0.915,4.07,1.42,5.26,4.28,0.4
15/7/2021,1.71,12.78,2.39,2.86,12,0.89,2.69,7.64,4.54,0.22,1.37,18.36,17.86,0.855,0.145,1.52,1.33,13.84,0.735,8.05,0.575,2.3,1.27,1.5,0.9,4.05,1.4,5.27,4.3,0.4
16/7/2021,1.71,12.84,2.4,2.88,12,0.89,2.69,7.65,4.53,0.22,1.35,18.3,17.88,0.845,0.14,1.55,1.33,13.78,0.74,8.05,0.585,2.3,1.28,1.48,0.9,4.06,1.385,5.26,4.3,0.405
19/7/2021,1.71,12.86,2.38,2.92,12.02,0.93,2.697,7.63,4.56,0.22,1.35,18.24,17.66,0.855,0.14,1.58,1.33,13.78,0.745,8.03,0.59,2.3,1.26,1.47,0.92,4.04,1.385,5.25,4.32,0.405
20/7/2021,1.71,12.86,2.38,2.92,12.02,0.93,2.697,7.63,4.56,0.22,1.35,18.24,17.66,0.855,0.14,1.58,1.33,13.78,0.745,8.03,0.59,2.3,1.26,1.47,0.92,4.04,1.385,5.25,4.32,0.405
21/7/2021,1.71,12.84,2.39,2.89,11.98,0.91,2.683,7.61,4.48,0.2,1.35,18.3,17.58,0.875,0.145,1.58,1.34,13.84,0.735,8.01,0.595,2.21,1.28,1.54,0.92,4.01,1.365,5.2,4.29,0.4
22/7/2021,1.7,12.86,2.41,2.92,12,0.9,2.711,7.61,4.55,0.215,1.36,18.46,17.84,0.895,0.14,1.55,1.34,13.94,0.735,8.04,0.595,2.2,1.29,1.55,0.92,4.02,1.37,5.2,4.3,0.395
23/7/2021,1.72,12.86,2.4,2.9,12.08,0.9,2.726,7.62,4.51,0.22,1.35,18.4,17.74,0.895,0.145,1.55,1.34,13.78,0.74,8.03,0.59,2.2,1.26,1.51,0.93,4.02,1.37,5.18,4.3,0.4
26/7/2021,1.7,12.84,2.4,2.87,12.06,0.9,2.726,7.58,4.49,0.205,1.35,18.1,17.54,0.88,0.13,1.58,1.31,13.86,0.735,8,0.595,2.17,1.27,1.5,0.92,4,1.36,5.13,4.3,0.41
27/7/2021,1.69,12.84,2.41,2.87,12.1,0.92,2.704,7.53,4.53,0.205,1.35,18.22,17.3,0.88,0.135,1.58,1.31,13.8,0.73,8,0.585,2.17,1.33,1.49,0.91,4.01,1.35,5.1,4.29,0.405
28/7/2021,1.7,12.78,2.4,2.87,11.96,0.92,2.69,7.6,4.51,0.205,1.34,18.18,17.48,0.885,0.12,1.58,1.31,13.82,0.73,8.04,0.595,2.17,1.3,1.47,0.91,4.01,1.355,5.18,4.3,0.405
29/7/2021,1.69,12.76,2.42,2.89,11.96,0.9,2.675,7.72,4.55,0.21,1.35,18.14,17.16,0.885,0.11,1.6,1.3,13.82,0.74,8.04,0.595,2.18,1.29,1.49,0.91,3.99,1.365,5.17,4.29,0.405
30/7/2021,1.67,12.74,2.39,2.85,11.96,0.9,2.69,7.61,4.45,0.21,1.34,18,17.24,0.88,0.11,1.6,1.27,13.84,0.72,8.01,0.585,2.2,1.29,1.45,0.91,3.98,1.37,5.11,4.31,0.405
2/8/2021,1.65,12.76,2.34,2.84,11.96,0.9,2.719,7.68,4.47,0.2,1.34,18.02,17.02,0.88,0.095,1.62,1.27,13.76,0.72,7.99,0.585,2.21,1.3,1.46,0.925,3.97,1.345,5.16,4.3,0.4
3/8/2021,1.65,12.68,2.37,2.85,12,0.9,2.704,7.64,4.54,0.2,1.34,18.2,17.3,0.88,0.1,1.62,1.25,13.76,0.735,8.05,0.585,2.2,1.29,1.49,0.91,4,1.35,5.22,4.32,0.4
4/8/2021,1.64,12.62,2.36,2.82,11.96,0.88,2.747,7.61,4.51,0.205,1.34,18.18,17.16,0.88,0.095,1.62,1.22,13.74,0.735,8.01,0.595,2.2,1.28,1.46,0.915,3.96,1.365,5.21,4.3,0.4
5/8/2021,1.63,12.56,2.35,2.83,11.9,0.88,2.704,7.59,4.55,0.205,1.34,18.3,17.4,0.89,0.09,1.62,1.21,13.82,0.73,8.04,0.595,2.2,1.31,1.45,0.905,3.96,1.355,5.19,4.3,0.4
6/8/2021,1.63,12.6,2.35,2.83,11.68,0.885,2.726,7.58,4.55,0.21,1.33,18.26,17.3,0.92,0.09,1.62,1.2,13.92,0.72,7.98,0.595,2.22,1.29,1.46,0.905,3.94,1.36,5.18,4.3,0.41
9/8/2021,1.64,12.6,2.35,2.83,11.92,0.885,2.719,7.57,4.52,0.21,1.33,18.22,17.2,0.95,0.09,1.62,1.2,13.98,0.71,8,0.6,2.22,1.31,1.47,0.93,3.96,1.36,5.23,4.29,0.425
10/8/2021,1.64,12.6,2.35,2.83,11.92,0.885,2.719,7.57,4.52,0.21,1.33,18.22,17.2,0.95,0.09,1.62,1.2,13.98,0.71,8,0.6,2.22,1.31,1.47,0.93,3.96,1.36,5.23,4.29,0.425
11/8/2021,1.64,12.58,2.36,2.85,11.86,0.93,2.754,7.61,4.58,0.21,1.34,18.24,17.3,0.935,0.09,1.58,1.18,13.94,0.71,8.03,0.61,2.22,1.34,1.48,0.93,3.96,1.36,5.27,4.28,0.435
12/8/2021,1.66,12.62,2.35,2.84,11.84,0.88,2.754,7.61,4.6,0.21,1.33,18.2,17.2,0.94,0.085,1.6,1.16,13.98,0.715,8.01,0.61,2.22,1.3,1.46,0.93,3.95,1.365,5.27,4.3,0.43
13/8/2021,1.66,12.62,2.33,2.86,11.7,0.88,2.74,7.64,4.6,0.21,1.33,18.22,17.18,0.94,0.09,1.6,1.13,13.92,0.72,8.05,0.615,2.24,1.31,1.46,0.925,3.94,1.43,5.26,4.29,0.43
16/8/2021,1.67,12.54,2.33,2.86,11.7,0.88,2.726,7.66,4.51,0.205,1.32,18.2,17.12,0.935,0.1,1.58,1.11,14,0.715,8.06,0.615,2.23,1.32,1.45,0.92,3.93,1.445,5.23,4.25,0.435
17/8/2021,1.7,12.52,2.37,2.92,11.76,0.88,2.719,7.35,4.6,0.205,1.33,18.3,17.2,0.935,0.095,1.63,1.12,14,0.715,8.14,0.62,2.15,1.31,1.46,0.955,3.95,1.42,5.27,4.18,0.435
18/8/2021,1.67,12.5,2.4,2.9,11.9,0.88,2.747,7.35,4.61,0.2,1.34,18.32,17.22,0.935,0.095,1.63,1.25,14.02,0.735,8.14,0.615,2.24,1.35,1.47,0.945,3.94,1.42,5.3,4.28,0.435
19/8/2021,1.67,12.5,2.39,2.88,11.78,0.88,2.726,7.34,4.6,0.205,1.34,18.3,17.38,0.955,0.1,1.58,1.22,13.98,0.74,8.09,0.605,2.24,1.33,1.45,0.945,3.91,1.425,5.28,4.29,0.44
20/8/2021,1.7,12.82,2.39,2.86,11.82,0.885,2.719,7.34,4.64,0.205,1.34,18.34,17.32,0.95,0.1,1.6,1.22,13.76,0.725,8.12,0.61,2.24,1.35,1.45,0.935,3.92,1.435,5.31,4.31,0.435
23/8/2021,1.68,12.66,2.42,2.9,11.7,0.9,2.726,7.33,4.68,0.2,1.34,18.4,17.32,0.97,0.1,1.6,1.29,13.7,0.74,8.17,0.61,2.24,1.41,1.48,0.935,3.94,1.43,5.34,4.28,0.435
24/8/2021,1.71,12.66,2.44,3,11.68,0.92,2.797,7.43,4.83,0.2,1.34,19,18.02,0.99,0.1,1.61,1.35,13.72,0.76,8.32,0.635,2.33,1.4,1.5,0.935,4.11,1.435,5.43,4.3,0.46
25/8/2021,1.71,12.66,2.47,3,11.7,0.915,2.891,7.45,4.86,0.2,1.34,19,18.14,1.03,0.1,1.6,1.37,13.76,0.715,8.33,0.635,2.35,1.39,1.46,0.96,4.1,1.43,5.48,4.52,0.45
26/8/2021,1.74,12.78,2.5,3,11.68,0.915,2.891,7.52,4.91,0.2,1.35,19.1,18.14,0.98,0.1,1.61,1.36,13.8,0.74,8.45,0.65,2.36,1.42,1.46,0.96,4.16,1.435,5.48,4.43,0.455
27/8/2021,1.74,12.96,2.53,3.02,11.82,0.915,2.848,7.51,4.89,0.2,1.33,19,18.1,0.96,0.1,1.61,1.31,13.78,0.735,8.37,0.64,2.35,1.42,1.47,0.91,4.18,1.45,5.51,4.4,0.45
30/8/2021,1.74,13.16,2.56,3.03,12.06,0.895,2.848,7.52,4.91,0.2,1.34,19.18,18.24,0.965,0.1,1.64,1.3,13.84,0.715,8.4,0.64,2.38,1.35,1.49,0.93,4.18,1.475,5.59,4.48,0.455
31/8/2021,1.74,13.16,2.56,3.03,12.06,0.895,2.848,7.52,4.91,0.2,1.34,19.18,18.24,0.965,0.1,1.64,1.3,13.84,0.715,8.4,0.64,2.38,1.35,1.49,0.93,4.18,1.475,5.59,4.48,0.455
1/9/2021,1.7,13.1,2.58,3.1,12.42,0.88,2.833,7.55,4.89,0.19,1.33,18.92,18.2,1.01,0.095,1.67,1.33,13.96,0.715,8.3,0.635,2.34,1.33,1.55,0.925,4.08,1.475,5.52,4.48,0.445
2/9/2021,1.73,13.1,2.59,3.24,12.3,0.88,2.84,7.64,4.91,0.195,1.33,19.16,18.02,1.01,0.1,1.7,1.32,13.86,0.72,8.27,0.64,2.4,1.29,1.57,0.925,4.07,1.465,5.41,4.41,0.44
3/9/2021,1.73,13,2.61,3.26,12.3,0.88,2.833,7.71,4.96,0.195,1.34,19,18.4,1.01,0.1,1.68,1.32,13.9,0.72,8.36,0.64,2.45,1.27,1.56,0.935,4.13,1.47,5.49,4.39,0.45
6/9/2021,1.72,13.04,2.61,3.26,12.3,0.88,2.848,7.63,4.96,0.2,1.33,18.92,18.5,1,0.105,1.71,1.33,13.86,0.725,8.33,0.635,2.45,1.3,1.55,0.925,4.09,1.535,5.44,4.35,0.44
7/9/2021,1.74,13,2.61,3.29,12.26,0.885,2.862,7.65,4.91,0.2,1.34,18.9,18.28,0.995,0.11,1.72,1.33,13.9,0.73,8.27,0.64,2.39,1.3,1.52,0.915,4.1,1.545,5.47,4.4,0.45
8/9/2021,1.73,12.84,2.62,3.35,12.2,0.88,2.848,7.57,4.94,0.195,1.35,18.92,18.52,0.99,0.105,1.87,1.33,13.88,0.72,8.31,0.635,2.39,1.28,1.51,0.905,4.15,1.515,5.5,4.38,0.445
9/9/2021,1.72,12.82,2.57,3.28,12.14,0.88,2.848,7.54,4.83,0.195,1.34,18.86,18.5,0.975,0.105,1.88,1.31,13.9,0.73,8.26,0.635,2.42,1.28,1.5,0.91,4.1,1.5,5.48,4.37,0.44
10/9/2021,1.72,12.8,2.56,3.23,12.3,0.85,2.833,7.55,4.85,0.195,1.34,18.8,18.36,0.975,0.105,1.82,1.33,13.86,0.725,8.29,0.64,2.4,1.27,1.51,0.905,4.1,1.565,5.45,4.38,0.44
13/9/2021,1.71,12.78,2.56,3.25,12.1,0.85,2.855,7.57,4.84,0.195,1.34,18.8,18.54,0.97,0.11,1.81,1.31,13.86,0.715,8.3,0.64,2.42,1.29,1.54,0.91,4.06,1.55,5.47,4.35,0.445
14/9/2021,1.7,12.62,2.53,3.13,11.82,0.88,2.855,7.5,4.78,0.195,1.34,18.46,18.3,0.965,0.11,1.85,1.31,13.88,0.715,8.29,0.62,2.41,1.28,1.49,0.9,4,1.53,5.35,4.38,0.445
15/9/2021,1.7,12.76,2.5,3.16,11.76,0.88,2.855,7.52,4.8,0.195,1.33,18.78,18.5,0.97,0.11,1.89,1.3,13.9,0.705,8.29,0.625,2.41,1.29,1.52,0.9,4.01,1.525,5.38,4.35,0.44
16/9/2021,1.7,12.76,2.5,3.16,11.76,0.88,2.855,7.52,4.8,0.195,1.33,18.78,18.5,0.97,0.11,1.89,1.3,13.9,0.705,8.29,0.625,2.41,1.29,1.52,0.9,4.01,1.525,5.38,4.35,0.44
17/9/2021,1.68,12.74,2.55,3.28,11.9,0.88,2.855,7.42,4.82,0.185,1.33,18.7,18.4,0.985,0.11,1.84,1.31,14.06,0.71,8.25,0.62,2.4,1.27,1.49,0.905,4.06,1.505,5.35,4.3,0.43
20/9/2021,1.67,12.72,2.48,3.21,12.1,0.88,2.826,7.36,4.8,0.19,1.33,18.7,18.36,0.955,0.1,1.82,1.27,13.96,0.71,8.3,0.605,2.35,1.24,1.49,0.905,4.02,1.5,5.3,4.31,0.43
21/9/2021,1.68,12.68,2.5,3.24,11.94,0.88,2.855,7.34,4.78,0.19,1.35,18.6,18.24,0.96,0.1,1.76,1.27,13.9,0.69,8.33,0.615,2.39,1.24,1.48,0.92,4.03,1.5,5.36,4.32,0.44
22/9/2021,1.67,12.76,2.54,3.2,12.18,0.88,2.905,7.33,4.8,0.2,1.35,18.46,18.2,0.99,0.1,1.77,1.28,13.94,0.705,8.1,0.615,2.35,1.24,1.43,0.92,4.04,1.525,5.38,4.33,0.435
23/9/2021,1.75,12.7,2.55,3.18,12.14,0.88,2.891,7.37,4.87,0.2,1.35,18.64,18.38,1.01,0.1,1.79,1.29,14,0.69,8.15,0.615,2.4,1.26,1.42,0.92,4.06,1.52,5.48,4.29,0.46
24/9/2021,1.72,12.74,2.53,3.2,12.12,0.88,2.891,7.38,4.81,0.2,1.36,18.64,18.3,1.01,0.095,1.79,1.29,14,0.69,8.1,0.61,2.35,1.26,1.41,0.92,4.04,1.515,5.45,4.28,0.46
27/9/2021,1.71,12.74,2.56,3.16,12,0.86,2.891,7.39,4.81,0.18,1.35,18.74,18.4,1.02,0.1,1.82,1.3,14,0.7,8.1,0.61,2.35,1.27,1.39,0.92,4.08,1.52,5.43,4.26,0.465
28/9/2021,1.69,12.78,2.55,3.2,11.88,0.86,2.891,7.4,4.74,0.19,1.35,18.72,18.36,1.02,0.105,1.82,1.3,14,0.705,8.1,0.61,2.35,1.26,1.39,0.925,4.11,1.6,5.45,4.25,0.455
29/9/2021,1.69,12.88,2.57,3.18,12.24,0.86,2.891,7.36,4.81,0.19,1.36,18.78,18.2,1,0.105,1.77,1.29,13.94,0.705,8.1,0.615,2.35,1.25,1.39,0.925,4.1,1.59,5.5,4.24,0.455
30/9/2021,1.69,12.78,2.57,3.18,12.36,0.86,2.891,7.38,4.78,0.19,1.36,18.9,18.3,1,0.105,1.77,1.29,14.08,0.7,8.05,0.605,2.35,1.27,1.37,0.925,4.07,1.62,5.46,4.22,0.455
1/10/2021,1.72,12.76,2.56,3.12,12.6,0.86,2.891,7.34,4.7,0.18,1.35,19.1,18.2,0.975,0.1,1.84,1.29,13.92,0.7,8.05,0.605,2.34,1.27,1.42,0.92,4.04,1.67,5.49,4.19,0.44
4/10/2021,1.7,12.78,2.57,3.17,12.88,0.86,2.891,7.34,4.7,0.18,1.36,18.78,18.2,0.975,0.1,1.82,1.29,14.04,0.69,8.03,0.605,2.39,1.28,1.44,0.92,4.03,1.65,5.53,4.18,0.455
5/10/2021,1.69,12.8,2.57,3.13,13.7,0.905,2.891,7.33,4.72,0.18,1.35,18.74,18,0.975,0.1,2,1.29,14.02,0.69,8.01,0.61,2.39,1.27,1.38,0.92,4.06,1.615,5.3,4.15,0.455
6/10/2021,1.69,12.78,2.59,3.13,13.72,0.91,2.891,7.34,4.82,0.18,1.37,19,17.94,0.975,0.095,1.96,1.29,14.02,0.675,8.08,0.615,2.33,1.29,1.36,0.93,4.06,1.635,5.31,4.13,0.455
7/10/2021,1.69,12.78,2.57,3.12,13.78,0.91,2.891,7.34,4.86,0.18,1.38,18.78,17.9,0.98,0.095,1.96,1.29,14,0.675,8.05,0.62,2.3,1.3,1.36,0.925,4.08,1.635,5.3,4.14,0.47
8/10/2021,1.7,12.78,2.58,3.18,13.56,0.9,2.913,7.37,4.9,0.18,1.38,18.6,17.9,0.96,0.095,1.96,1.27,14.04,0.685,8.05,0.62,2.3,1.28,1.38,0.925,4.08,1.61,5.33,4.11,0.49
11/10/2021,1.71,12.84,2.6,3.18,13.68,0.9,2.923,7.43,5,0.19,1.38,18.6,17.9,0.965,0.095,1.9,1.28,14.02,0.68,8.16,0.635,2.39,1.24,1.39,0.925,4.11,1.605,5.41,3.97,0.5
12/10/2021,1.72,13.06,2.61,3.22,13.68,0.91,3.009,7.79,5.11,0.19,1.38,18.56,18.2,0.965,0.09,1.9,1.28,14.04,0.685,8.23,0.64,2.39,1.25,1.39,0.93,4.16,1.635,5.55,3.99,0.485
13/10/2021,1.74,12.98,2.66,3.29,13.38,0.91,3.019,7.77,5.2,0.195,1.39,18.82,18.48,0.975,0.1,1.94,1.31,13.98,0.715,8.29,0.645,2.38,1.28,1.4,0.92,4.19,1.64,5.72,3.95,0.505
14/10/2021,1.72,12.88,2.7,3.32,13.2,0.88,3.019,7.83,5.12,0.19,1.39,18.72,18.32,0.99,0.095,1.9,1.28,14.06,0.72,8.28,0.64,2.37,1.28,1.41,0.92,4.19,1.64,5.66,3.97,0.505
15/10/2021,1.72,12.98,2.75,3.33,13.1,0.88,3.028,7.8,5.15,0.19,1.38,18.7,18.5,0.995,0.095,1.9,1.28,14,0.705,8.28,0.645,2.37,1.27,1.4,0.935,4.2,1.64,5.75,3.99,0.5
18/10/2021,1.74,13.14,2.8,3.37,13.58,0.88,3.057,7.78,5.3,0.185,1.38,18.64,18.38,1,0.095,1.91,1.29,14,0.715,8.31,0.65,2.4,1.28,1.4,0.935,4.23,1.65,5.89,4,0.515
19/10/2021,1.74,13.14,2.8,3.37,13.58,0.88,3.057,7.78,5.3,0.185,1.38,18.64,18.38,1,0.095,1.91,1.29,14,0.715,8.31,0.65,2.4,1.28,1.4,0.935,4.23,1.65,5.89,4,0.515
20/10/2021,1.76,13.14,2.8,3.43,13.72,0.88,3.066,7.75,5.41,0.185,1.38,18.7,18.54,1.03,0.095,1.92,1.28,13.98,0.72,8.31,0.67,2.4,1.31,1.41,0.925,4.27,1.64,5.78,3.99,0.52
21/10/2021,1.74,13.12,2.81,3.28,13.74,0.88,3.258,7.6,5.33,0.19,1.38,18.9,18,1.02,0.09,1.93,1.28,13.98,0.705,8.2,0.645,2.41,1.32,1.4,0.93,4.23,1.63,5.75,3.95,0.505
22/10/2021,1.74,13.18,2.77,3.34,13.72,0.88,3.134,7.6,5.23,0.19,1.39,18.78,18.28,1.02,0.095,2,1.28,14,0.71,8.15,0.65,2.4,1.32,1.39,0.93,4.23,1.645,5.7,4.01,0.495
25/10/2021,1.74,13.2,2.77,3.39,13.88,0.88,3.114,7.63,5.24,0.18,1.41,18.84,18.28,1.01,0.095,2.06,1.29,14.04,0.73,8.15,0.64,2.41,1.32,1.37,0.94,4.24,1.67,5.7,3.97,0.5
26/10/2021,1.72,13.2,2.73,3.36,13.88,0.88,3.095,7.53,5.25,0.18,1.4,18.86,18.24,1,0.09,1.99,1.29,14.1,0.715,8.12,0.645,2.41,1.32,1.4,0.94,4.23,1.725,5.7,3.95,0.49
27/10/2021,1.72,13.24,2.75,3.41,13.98,0.88,3.086,7.6,5.28,0.185,1.41,18.86,18.5,1.03,0.095,2,1.29,14.1,0.7,8.13,0.64,2.39,1.33,1.38,0.92,4.23,1.735,5.67,3.96,0.495
28/10/2021,1.72,13.22,2.74,3.39,13.98,0.9,3.066,7.54,5.25,0.185,1.42,18.9,18.32,1.02,0.09,1.95,1.29,14.04,0.69,8.11,0.64,2.37,1.32,1.35,0.92,4.2,1.745,5.68,3.97,0.495
29/10/2021,1.7,13.18,2.75,3.36,13.98,0.9,3.066,7.51,5.22,0.185,1.4,18.82,18.34,1.02,0.09,1.98,1.29,14.1,0.695,8.05,0.64,2.37,1.33,1.35,0.915,4.17,1.73,5.58,3.97,0.495
1/11/2021,1.67,13,2.69,3.22,13.74,0.9,2.942,7.09,5.04,0.19,1.38,17.96,17.68,1.07,0.085,1.96,1.27,13.96,0.69,7.99,0.63,2.33,1.29,1.34,0.92,4.04,1.72,5.33,3.83,0.49
2/11/2021,1.68,12.96,2.71,3.22,14.16,0.9,2.923,6.97,5.09,0.19,1.41,17.92,17.62,1.08,0.09,1.93,1.27,13.96,0.68,7.99,0.63,2.35,1.3,1.35,0.915,4.04,1.74,5.36,3.84,0.495
