EXCHANGE DATE,AFIN,AINM,ALLI,AMMB,ANCR,APES,BIMB,BMYS,CIMB,ECMI,ELKD,HLBB,HLCB,INSS,JHHS,KCDS,KNNK,LOND,MAAS,MBBM,MBSS,MNLF,MNRB,MPHB,PACO,PUBM,REDI,RHBC,TAKA,TUNE
6/10/2020,1.41,13.82,2.19,2.97,10.26,0.84,2.446,8.42,3.05,0.22,1.41,15,14.22,0.755,0.118,1.25,0.685,12.9,0.68,7.19,0.51,1.98,0.915,0.89,0.85,3.168,0.94,4.56,4.89,0.32
7/10/2020,1.4,13.7,2.17,2.92,10.22,0.84,2.424,8.45,3.03,0.22,1.4,14.88,13.86,0.77,0.113,1.25,0.69,12.8,0.66,7.1,0.51,1.98,0.91,0.9,0.86,3.116,0.945,4.49,4.88,0.32
8/10/2020,1.4,13.68,2.19,2.98,10.2,0.845,2.439,8.37,3.11,0.22,1.41,15.2,14.48,0.78,0.113,1.25,0.685,12.78,0.66,7.3,0.51,1.99,0.915,0.91,0.84,3.2,0.955,4.56,4.88,0.32
9/10/2020,1.41,13.82,2.24,2.98,10.2,0.845,2.446,8.45,3.16,0.22,1.39,15.1,14.38,0.785,0.118,1.25,0.695,12.8,0.66,7.4,0.515,1.98,0.91,0.95,0.82,3.228,0.965,4.52,4.92,0.325
12/10/2020,1.4,13.84,2.24,2.98,10.2,0.85,2.432,8.37,3.1,0.22,1.4,15,14.46,0.77,0.113,1.25,0.69,12.9,0.66,7.35,0.505,1.97,0.91,0.995,0.83,3.164,0.95,4.49,4.87,0.32
13/10/2020,1.4,13.82,2.24,2.94,10.08,0.85,2.453,8.36,3.11,0.22,1.4,15,14.58,0.76,0.113,1.25,0.695,12.9,0.66,7.35,0.505,1.97,0.91,0.98,0.83,3.192,0.96,4.43,4.84,0.325
14/10/2020,1.39,13.72,2.22,2.91,10.1,0.85,2.453,8.48,3.05,0.215,1.4,15,14.3,0.755,0.122,1.2,0.7,12.82,0.66,7.24,0.51,1.97,0.895,1,0.85,3.188,0.95,4.34,4.88,0.32
15/10/2020,1.41,13.78,2.23,2.88,10.06,0.865,2.446,8.8,3.05,0.24,1.43,15,14.16,0.75,0.122,1.23,0.725,12.82,0.65,7.21,0.505,1.97,0.87,0.97,0.84,3.22,0.955,4.34,4.88,0.32
16/10/2020,1.39,13.62,2.24,2.94,10.06,0.865,2.439,8.9,3.05,0.24,1.43,15,14.28,0.765,0.122,1.23,0.75,13.2,0.67,7.15,0.505,1.99,0.865,0.96,0.855,3.172,0.95,4.3,4.87,0.32
19/10/2020,1.41,13.76,2.25,2.95,10.06,0.87,2.446,8.93,3.06,0.225,1.39,14.96,14.48,0.77,0.122,1.2,0.745,13,0.68,7.2,0.505,1.95,0.88,0.98,0.83,3.168,0.955,4.32,4.83,0.32
20/10/2020,1.39,13.6,2.25,2.91,10,0.855,2.439,8.96,3.04,0.225,1.4,14.98,14.5,0.765,0.122,1.19,0.735,12.94,0.67,7.18,0.505,1.98,0.91,0.96,0.82,3.16,0.96,4.3,4.87,0.315
21/10/2020,1.39,13.56,2.32,2.92,9.91,0.87,2.489,8.85,3.03,0.225,1.4,15,14.52,0.765,0.118,1.17,0.725,12.94,0.665,7.15,0.505,1.95,0.92,0.95,0.825,3.152,0.955,4.35,4.85,0.31
22/10/2020,1.39,13.5,2.24,3.01,10.14,0.88,2.346,9,3.03,0.22,1.39,15,14.38,0.765,0.118,1.17,0.745,12.9,0.66,7.06,0.515,1.93,0.915,0.965,0.825,3.112,0.96,4.27,4.73,0.315
23/10/2020,1.38,13.54,2.24,2.95,9.99,0.9,2.353,8.8,3.05,0.22,1.39,14.98,14.54,0.76,0.118,1.17,0.755,12.9,0.635,7.08,0.51,1.92,0.89,0.93,0.83,3.168,0.955,4.3,4.72,0.305
26/10/2020,1.38,13.4,2.21,2.95,9.8,0.9,2.259,8.48,3.04,0.22,1.36,14.98,14.54,0.755,0.113,1.16,0.74,12.88,0.625,7.08,0.505,1.92,0.895,0.945,0.84,3.14,0.955,4.35,4.55,0.31
27/10/2020,1.38,13.32,2.24,2.94,9.7,0.88,2.252,8.52,3.04,0.22,1.38,14.96,14.88,0.755,0.113,1.16,0.745,12.86,0.625,7.07,0.505,1.92,0.88,0.92,0.83,3.144,0.955,4.32,4.56,0.305
28/10/2020,1.38,13.28,2.24,2.91,9.45,0.86,2.259,8.35,3,0.22,1.38,14.96,14.7,0.75,0.113,1.16,0.755,12.8,0.615,7.07,0.505,1.92,0.875,0.945,0.83,3.136,0.955,4.31,4.39,0.305
29/10/2020,1.38,13.28,2.24,2.91,9.45,0.86,2.259,8.35,3,0.22,1.38,14.96,14.7,0.75,0.113,1.16,0.755,12.8,0.615,7.07,0.505,1.92,0.875,0.945,0.83,3.136,0.955,4.31,4.39,0.305
30/10/2020,1.37,13.18,2.18,2.85,9.12,0.84,2.252,8.06,2.95,0.22,1.34,14.8,14.1,0.74,0.109,1.16,0.75,12.78,0.61,7,0.49,1.9,0.86,0.91,0.83,3.016,0.95,4.23,4.23,0.3
2/11/2020,1.35,13.18,2.18,2.8,9.06,0.87,2.245,7.83,2.9,0.22,1.33,14.78,14.02,0.73,0.113,1.16,0.74,12.78,0.595,7.01,0.485,1.9,0.83,0.885,0.84,2.984,0.95,4.33,4.26,0.295
3/11/2020,1.35,13.18,2.21,2.81,9.32,0.87,2.245,8.03,2.95,0.215,1.33,14.72,14.1,0.73,0.113,1.16,0.74,12.76,0.585,7,0.49,1.9,0.86,0.885,0.815,2.992,0.955,4.24,4.35,0.295
4/11/2020,1.37,13.14,2.25,2.82,9.41,0.87,2.259,8.23,2.97,0.215,1.35,14.52,14.2,0.745,0.109,1.16,0.75,12.68,0.615,7,0.5,1.9,0.855,0.91,0.84,2.972,0.955,4.25,4.4,0.295
5/11/2020,1.39,13.14,2.26,2.93,9.5,0.88,2.281,8.44,3.06,0.215,1.34,14.7,14.36,0.775,0.109,1.16,0.795,12.68,0.67,7.08,0.51,1.9,0.875,0.92,0.845,3,0.955,4.31,4.44,0.305
6/11/2020,1.4,13.16,2.29,3,9.65,0.9,2.274,8.5,3.1,0.22,1.35,14.74,14.64,0.785,0.118,1.16,0.795,12.7,0.68,7.18,0.515,1.92,0.89,0.92,0.85,3.044,0.96,4.35,4.47,0.31
9/11/2020,1.39,13.16,2.28,3.02,9.76,0.9,2.281,8.51,3.06,0.215,1.36,14.7,14.54,0.775,0.118,1.16,0.84,12.9,0.675,7.12,0.51,1.92,0.885,0.9,0.87,3.06,0.965,4.38,4.55,0.3
10/11/2020,1.46,13.62,2.36,3.13,10.7,0.9,2.439,8.6,3.38,0.215,1.35,16.18,15.1,0.775,0.113,1.22,0.85,12.9,0.685,7.66,0.55,2,0.895,0.925,0.865,3.44,0.97,4.85,4.56,0.345
11/11/2020,1.46,13.78,2.37,3.14,10.34,0.86,2.439,8.7,3.3,0.215,1.36,16.6,15.28,0.78,0.118,1.22,0.865,12.86,0.68,7.69,0.545,2,0.9,0.9,0.85,3.536,1.05,4.93,4.52,0.335
12/11/2020,1.49,13.8,2.38,3.17,10.36,0.915,2.482,8.58,3.39,0.22,1.38,16.7,15.5,0.785,0.136,1.22,0.865,12.88,0.695,7.8,0.55,2,0.91,0.92,0.85,3.584,1.08,4.98,4.56,0.345
13/11/2020,1.49,13.84,2.42,3.21,10.3,0.935,2.475,8.57,3.44,0.22,1.39,16.34,15.4,0.775,0.14,1.25,0.86,12.88,0.7,7.93,0.545,2.01,0.915,0.99,0.86,3.552,1.08,4.94,4.56,0.33
16/11/2020,1.6,14.02,2.56,3.37,10.6,0.96,2.582,8.59,3.77,0.22,1.41,17.06,15.66,0.835,0.131,1.26,0.88,13.2,0.695,8.14,0.615,2.04,0.965,0.99,0.82,3.696,1.12,5.18,4.88,0.35
17/11/2020,1.63,14.1,2.65,3.37,11.12,0.95,2.711,8.82,3.8,0.22,1.42,17.9,16,0.84,0.131,1.23,0.905,13.4,0.68,8.3,0.615,2.03,0.955,0.97,0.83,3.78,1.14,5.29,5,0.365
18/11/2020,1.61,14,2.62,3.37,11.2,0.915,2.632,8.72,3.72,0.23,1.42,17.78,16.24,0.825,0.127,1.21,0.895,13.3,0.68,8.23,0.6,2.03,0.935,0.97,0.83,3.812,1.135,5.18,4.8,0.36
19/11/2020,1.59,13.86,2.58,3.27,11.22,0.94,2.625,8.52,3.64,0.23,1.39,16.8,16.24,0.82,0.122,1.27,0.9,13,0.665,8.1,0.59,1.92,0.95,0.97,0.86,3.676,1.13,5.05,4.75,0.355
20/11/2020,1.59,13.8,2.59,3.3,11.2,0.95,2.625,8.57,3.64,0.23,1.41,16.9,16.06,0.83,0.136,1.27,0.905,12.9,0.67,8.16,0.595,1.92,0.94,0.99,0.85,3.66,1.13,5.01,4.73,0.355
23/11/2020,1.59,13.76,2.59,3.33,11.18,0.96,2.618,8.55,3.64,0.23,1.42,16.88,16.02,0.82,0.131,1.27,0.9,12.94,0.675,8.1,0.59,2,0.94,0.95,0.865,3.644,1.13,4.99,4.74,0.345
24/11/2020,1.58,13.7,2.56,3.3,10.94,0.925,2.618,8.2,3.64,0.24,1.41,16.84,15.9,0.805,0.127,1.25,0.895,12.94,0.665,8.13,0.57,2,0.935,0.93,0.86,3.676,1.085,4.98,4.78,0.35
25/11/2020,1.57,13.72,2.56,3.33,10.96,0.93,2.618,8.31,3.78,0.24,1.42,17.04,16.5,0.845,0.122,1.3,0.9,13,0.685,8.22,0.575,2,0.935,0.93,0.845,3.784,1.09,5.05,4.66,0.355
26/11/2020,1.6,13.7,2.59,3.43,10.8,0.925,2.604,8.37,3.81,0.24,1.46,17.08,16.26,0.84,0.122,1.28,0.895,13,0.685,8.19,0.57,1.96,0.935,0.93,0.84,3.744,1.115,5.07,4.7,0.35
27/11/2020,1.6,13.68,2.58,3.45,11,0.92,2.64,8.42,3.83,0.23,1.44,17.02,16.1,0.865,0.122,1.28,0.895,13,0.68,8.29,0.58,2.01,0.96,0.95,0.86,3.72,1.11,5.15,4.8,0.355
30/11/2020,1.56,13.68,2.63,3.32,10.46,0.95,2.654,8.2,3.63,0.24,1.45,17.18,16.4,0.865,0.122,1.33,0.915,13.1,0.68,7.9,0.585,2.01,0.955,0.99,0.85,3.48,1.115,5.15,4.71,0.37
1/12/2020,1.57,13.7,2.63,3.26,10.94,0.945,2.812,8.3,3.75,0.235,1.46,17.9,16.6,0.87,0.131,1.3,0.94,13,0.68,8.19,0.61,2.02,0.95,1,0.86,3.584,1.115,5.3,4.81,0.38
2/12/2020,1.59,13.7,2.64,3.22,11.2,0.94,2.805,8.3,3.79,0.235,1.46,18.12,16.66,0.89,0.127,1.32,0.925,12.98,0.68,8.27,0.61,2.01,0.94,1.01,0.875,3.588,1.105,5.34,4.8,0.415
3/12/2020,1.63,13.72,2.64,3.25,11.28,0.955,2.797,8.31,3.84,0.24,1.48,18.3,17.18,0.89,0.131,1.32,0.91,12.98,0.695,8.3,0.625,2.02,0.95,1,0.875,3.72,1.115,5.65,4.8,0.42
4/12/2020,1.63,13.8,2.74,3.31,11.8,0.96,2.805,8.31,3.9,0.245,1.44,18.1,17.22,0.88,0.131,1.54,0.91,12.98,0.685,8.2,0.625,2.02,0.945,0.995,0.875,3.72,1.14,5.56,4.88,0.43
7/12/2020,1.68,13.96,2.74,3.27,11.8,0.96,2.826,8.7,3.94,0.245,1.46,18.3,17.5,0.865,0.145,1.58,0.935,12.98,0.715,8.27,0.635,1.98,0.955,1.03,0.845,3.72,1.21,5.59,4.84,0.46
8/12/2020,1.69,13.98,2.7,3.26,11.7,0.96,2.812,8.7,3.93,0.245,1.44,18.22,17.2,0.895,0.19,1.5,0.945,13,0.7,8.24,0.63,2.04,0.96,1.06,0.855,3.692,1.225,5.6,4.85,0.45
9/12/2020,1.72,14.1,2.75,3.26,11.9,0.96,2.84,8.76,4.05,0.25,1.44,18.88,17.6,0.89,0.181,1.54,0.945,13.2,0.7,8.38,0.68,2.06,0.98,1.08,0.85,3.972,1.215,5.8,4.82,0.45
10/12/2020,1.79,14.02,2.85,3.5,11.9,0.965,3.084,8.71,4.28,0.25,1.45,18.9,18,0.885,0.185,1.56,0.935,13.2,0.71,8.38,0.72,2.06,1,1.14,0.85,4.04,1.195,5.85,4.81,0.44
11/12/2020,1.9,14.5,2.93,3.71,12.48,0.95,3.199,8.79,4.45,0.245,1.46,19,18.64,0.89,0.181,1.53,0.935,13.8,0.71,8.91,0.74,2.04,1.04,1.2,0.86,4.38,1.2,5.85,4.76,0.435
14/12/2020,1.89,14.74,2.95,3.7,12.14,0.955,3.199,8.82,4.48,0.245,1.47,18.6,18.68,0.9,0.199,1.5,0.935,13.94,0.8,8.9,0.71,2.05,1.01,1.23,0.865,4.26,1.22,5.85,4.77,0.445
15/12/2020,1.93,14.8,2.99,3.66,12.38,0.95,3.156,8.88,4.5,0.245,1.46,18.84,18.6,0.9,0.208,1.53,0.94,13.86,0.78,8.85,0.71,2.05,1.01,1.18,0.86,4.336,1.21,5.69,4.82,0.44
16/12/2020,1.91,14.9,2.99,3.66,12.2,0.955,3.156,8.94,4.5,0.245,1.45,18.7,18.6,0.905,0.217,1.5,0.94,13.86,0.78,8.81,0.695,2.05,1,1.21,0.87,4.376,1.245,5.7,4.8,0.43
17/12/2020,1.87,14.72,2.96,3.69,12.2,0.95,3.163,8.91,4.4,0.25,1.47,18.7,18.04,0.905,0.213,1.51,0.935,13.84,0.77,8.7,0.665,2.05,0.995,1.19,0.87,4.3,1.21,5.55,4.8,0.43
18/12/2020,1.85,14.68,2.9,3.57,12.08,0.95,3.163,8.8,4.38,0.25,1.44,18.58,18.56,0.905,0.195,1.51,0.93,13.82,0.77,8.46,0.68,2.05,1,1.18,0.87,4.128,1.2,5.39,4.8,0.425
21/12/2020,1.87,14.54,2.9,3.59,12.2,0.95,3.163,8.7,4.3,0.25,1.41,18.58,18.14,0.88,0.195,1.47,0.93,13.7,0.77,8.48,0.66,2.05,0.975,1.14,0.87,4.132,1.24,5.44,4.81,0.425
22/12/2020,1.84,14.4,2.85,3.52,11.8,0.945,3.113,8.58,4.12,0.245,1.42,18.48,17.5,0.85,0.19,1.45,0.915,13.54,0.75,8.4,0.645,2,0.945,1.09,0.87,4.092,1.27,5.4,4.81,0.41
23/12/2020,1.86,14.46,2.89,3.58,11.76,0.935,3.12,8.47,4.21,0.245,1.42,18.52,17.5,0.87,0.195,1.45,0.92,13.78,0.775,8.49,0.68,2.05,0.95,1.11,0.87,4.12,1.275,5.46,4.81,0.4
24/12/2020,1.82,14.56,2.89,3.63,11.64,0.925,3.12,8.5,4.19,0.245,1.45,18.48,17.6,0.88,0.195,1.5,0.92,13.7,0.755,8.44,0.67,2.05,0.955,1.1,0.87,4.112,1.285,5.5,4.8,0.4
25/12/2020,1.82,14.56,2.89,3.63,11.64,0.925,3.12,8.5,4.19,0.245,1.45,18.48,17.6,0.88,0.195,1.5,0.92,13.7,0.755,8.44,0.67,2.05,0.955,1.1,0.87,4.112,1.285,5.5,4.8,0.4
28/12/2020,1.83,14.68,2.91,3.65,11.78,0.915,3.07,8.37,4.3,0.245,1.42,18.6,18.02,0.895,0.19,1.52,0.905,13.74,0.755,8.54,0.675,2.05,0.955,1.06,0.89,4.156,1.345,5.54,4.82,0.41
29/12/2020,1.84,14.52,2.93,3.66,12.08,0.945,3.077,8.4,4.35,0.24,1.43,18.48,18,0.9,0.185,1.52,0.915,13.68,0.755,8.58,0.685,2.01,0.96,1.11,0.88,4.14,1.38,5.53,4.82,0.44
30/12/2020,1.84,14.8,2.95,3.7,12.08,0.955,3.077,8.4,4.38,0.235,1.45,18.56,18.08,0.905,0.185,1.52,0.915,13.72,0.765,8.57,0.68,2.01,0.97,1.1,0.87,4.14,1.385,5.5,4.83,0.44
31/12/2020,1.84,14.78,2.91,3.65,12,0.96,3.056,8.3,4.3,0.23,1.45,18.2,18.06,0.94,0.19,1.5,0.95,13.72,0.775,8.46,0.675,2.01,0.975,1.09,0.87,4.12,1.375,5.45,4.84,0.435
